id,origin,title,author,description
5644,Canadian,The Promise,Bill Gallaher,"It was 1862 and the Cariboo Gold Rush was in full swing. Sophia Cameron, the Beauty of Barkerville, lay dying of typhoid when her husband, John Cariboo ..."
5645,Canadian,The Promise of Provence,Patricia Sands,"On the evening of her twenty-second wedding anniversary, Katherine Price can't wait to celebrate. But instead of receiving an anniversary card from her ..."
5646,Canadian,The Promise of Rain,Donna Milner,"Ethie Coulter was born after her father Howard returned from the war in 1945. She never knew him as he was before, never knew that he had been an open, loving ..."
5647,Canadian,The Promise of Water,Judy LeBlanc,"Water inundates the lives of the characters in these Vancouver Island stories. A tree cutter, from atop a giant fir overlooking a sweeping ocean view, urinates ..."
5648,Canadian,The Prophecy Con,Patrick Weekes,Book Two in the Rogues of the Republic series.Who would have thought a book of naughty poems by elves could mean the difference between war and peace? But if ...
5649,Canadian,The Prophet's Camel Bell,Margaret Laurence,"When Margaret Laurence set out for Somaliland with her engineer husband in 1950, she confronted the difficulty of communication between peoples of vastly ..."
5650,Canadian,The Pull of the Moon,Julie Paul,Winner of the 2015 City of Victoria Butler Book PrizeA Globe and Mail top 100 pick for 2014Winner of a 2015 Independent Publisher Book Award Bronze Medal ...
5651,Canadian,The Purchase,Linda Spalding,"In 1798, Daniel Dickinson, a young Quaker father and widower, leaves his home in Pennsylvania to establish a new life. He sets out with two horses, a wagonful ..."
5652,Canadian,The Purple Cloud Project,Adolfo E. Ramirez,"On May 1st, the planet was attacked by a mysterious army. Their identity and their place of origin are still unknown. Their objective, however, is clear: ..."
5653,Canadian,The Puzzle Box,The Apocalyptic Four,An intriguing anthology where reality is transient and the puzzle box holds the key to the meaning of life.Archeology Professor Albert Mallory understands ...
5654,Canadian,The Qliphoth,Paul A. Green,"This unique fusion of occultural fantasy and speculative fiction evokes a subversive transmutation of everyday life, in which Qabalistic magick elides with ..."
5655,Canadian,The Queen of Unforgetting,Sylvia Maultash Warsh,Approaching a scholar and critic as legendary as Northrop Frye is a daunting task - but not for Mel Montrose. Armed with a prestigious academicaward and a ...
5656,Canadian,The Quest,Manolis Aligizakis,The Quest is the story about a young boy's dream of someday returning to his family's home on the island of Crete. Pericles grew up listening to his ...
5657,Canadian,The Quiet Twin,Dan Vyleta,"In Nazi-occupied Vienna, a string of unsolved murdershas thrown the residents of one apartment building intoa state of uneasy watchfulness. Anton Beer, a young ..."
5658,Canadian,The Quintland Sisters,Shelley Wood,"""A historical novel that will enthrall you... I was utterly captivated..."" ó ;Joanna Goodman, author of ;The Home for Unwanted GirlsAN INTERNATIONAL BESTSELLER ..."
5659,Canadian,The Raids,Mick Lowe,"It's spring, 1963 in the ""Nickel Capital of the World.""ù Nineteen-year-old Jake McCool is about to undergo a rite of passageóhis first shift underground ..."
5660,Canadian,The Rake's Inherited Courtesan,Ann Lethbridge,"Daughter of a Parisian courtesan, Sylvia Boisette longs for respectability, though gossips say she is nothing more than a gentleman's paramour. Now, with her ..."
5661,Canadian,The Rancher's City Girl,Patricia Johns,"When Cory Stone discovers the father he never met is gravely ill, he brings the ornery man to his Montana ranch, along with his round-the-clock nurse. Once ..."
5662,Canadian,The Rancher's Family Wish,Lois Richer,"A Home for His Heart ;All Tanner Johns ever wanted was a place to call home. After inheriting Wranglers Ranch, Tanner is determined to carry on with his ..."
5663,Canadian,The Rancher's Family Wish & The Cowboy Meets His Match,Lois Richer,Corralling heartsThe Rancher's Family Wish by Lois RicherTanner Johns is determined to carry on with his guardian's legacy and turn Wrangler's Ranch into ...
5664,Canadian,The Rancher's Return,Carolyne Aarsen,"Home On The RanchThe Rocking K ranch is the only home Carter Beck has ever known. Now, in the wake of family tragedy, he wants to sell it. But how can he do ..."
5665,Canadian,The Rancher's Return & Daddy Lessons,Carolyne Aarsen,"Find a fresh start at life and love in these two stories by author Carolyne AarsenThe Rancher's ReturnIn the wake of family tragedy, Carter Beck wants to ..."
5666,Canadian,The Rancher's Runaway Princess,Donna Alward,Brooding ranch owner Brody Hamilton keeps his heart out of reach. But there's something about vivacious stable manager Lucy that brings joy to his hardened ...
5667,Canadian,The Rancher's Surprise Triplets,Linda Ford,Three Little Matchmakers ;Rancher Bo Stillwater has no plans of becoming a husband or a father?but he can't turn away from the three babies he finds at the ...
5668,Canadian,The Rapture of the Nerds,Cory Doctorow,"Welcome to the fractured future, at the dusk of the twenty-first century.Earth has a population of roughly a billion hominids. For the most part, they are ..."
5669,Canadian,The Raven Room,Ana Medeiros,A searing erotic thriller perfect for those tantalized by A.R. Torre's Deanna Madden series...Anything you can imagine. Everything you crave. For the members ...
5670,Canadian,The Ravine,Paul Quarrington,"One morning in Don Mills, Phil and his brother Jay agree to let their friend Norman Kitchen tag along on an adventure down into a ravine ó and what happens ..."
5671,Canadian,The Real McCoy,Sheryl Leonard,"Stephanie Hays, RN, has been infatuated with the handsome, well-respected Dr. Peter Granville since her days in nursing school. And now she has the good ..."
5672,Canadian,There and Now & Marriage at Circle M,Linda Lael Miller,"After her divorce was finalized, Elisabeth McCartney felt adrift, lost. So she decided to escape to her centuries-old family home. People in Pine River had ..."
5673,Canadian,There Are No Elders,Austin Clarke,"A ;compelling collection ;that explores the ;lives of ;Afro-Caribbean immigrants living in Canada, these eight short stories ;delve into the ;experiences of ..."
5674,Canadian,There Are Victories,Charles Yale Harrison,"There Are Victories is a proto-feminist, anti-Bildungsroman novel that explores the intersections of misogyny, class, religion, and prejudice within upper ..."
5675,Canadian,The Reasonable Ogre,Mike Barnes,"The Reasonable Ogre, by author and essayist Mike Barnes, is a collection of original adult fables about family, death, relationships, life, madness O and ..."
5676,Canadian,The Reason for Time,Mary Burns,"Whole minutes passed when I didn't think of my man and the swimming lesson set up for the next day, if no one was murdered before then, or the cars stopped, ..."
5677,Canadian,The Rebel Angels,Robertson Davies,"Now part of the beautiful new Modern Classics series, The Rebel Angels is the first book in the celebrated Cornish Trilogy by one of Canada's most beloved ..."
5678,Canadian,The Rebel Rancher,Donna Alward,"With his break-your-heart smile, rodeo star and rebel Ty Diamond has a reputation that should have Clara Ferguson running scared?not straight into his arms!Ty ..."
5679,Canadian,There Can Never be Enough,David Arnason,David Arnason is one of the most loved and prolific short story authors on the prairies. Over a lifetime of writing David Arnason has crafted some of the most ...
5680,Canadian,The Reckoning,Kelley Armstrong,"Only two weeks ago, life was all too predictable. But that was before I saw my first ghost. Now along with my supernatural friends Tori, Derek, and Simon, I'm ..."
5681,Canadian,The Reckoning of Boston Jim,Claire Mulligan,"Longlisted for the 2007 Scotiabank Giller PrizeFinalist for the Ethel Wilson Fiction Prize at the 2008 BC Book PrizesThe colony of British Columbia, 1863. ..."
5682,Canadian,The Red Centre,Paul Heather,"Rapid-flowing and detailed, Heather Paul's debut novel follows Serena, a narrator who at the story's start, is back in the town she couldn't wait to leave. ..."
5683,Canadian,The Reddening Path,Amanda Hale,Pamela returns to Guatemala to search for her birth mother. Her journey reveals more than she could have imagined; a bloody history of conquest and cultural ...
5684,Canadian,The Redemption of Oscar Wolf,James Bartleman,"A young First Nations man sets out from his Muskoka home in a quest for redemption after a terrible fire. In the early 1930s, Oscar Wolf, a 13-year-old Native ..."
5685,Canadian,The Red Notebook,Michel Tremblay,"From the theatre of Euripides to the theatre of Montreal's Main, Michel Tremblay casts some of his most famous and exotic personae, The Duchess, Fine Dumas, ..."
5686,Canadian,The Red Pole of Macau,Ian Hamilton,"The ""cool and stylish heroine kicks it up a notch""ù (Terry Fallis, author of Best Laid Plans), in the gripping fourth installment of Ian Hamilton's Ava ..."
5687,Canadian,The Red Power Murders,Thomas King,From the bestselling author of The Back of the Turtle and The Inconvenient Indian comes a wry and irreverent mysteryThumps DreadfulWater has never liked ...
5688,Canadian,The Reflecting Man,D.K.R. Boyd,"In January of 1936, our loquacious and unreliable narrator, Kurtis De'ath arrives in London on the orders of Adolf Hitler. Kurtis is loaded with secrets, ..."
5689,Canadian,Therefore Choose,Keith Oatley,"On a summer visit to Germany, George, a young medical student at Cambridge, meets Anna von Kleist, whose intellectual force, beauty, and self-assurance smite ..."
5690,Canadian,The Regiment,Farley Mowat,The story of an astonishing band of Canadian soldiers and their part in the Allied victory in Italy.The Hastings and Prince Edward Regiment (the Hasty Ps) ...
5691,Canadian,There Goes the Neighbourhood,Stan Rogal,There Goes the Neighbourhood is a collection of ten dark-humoured stories that explore the urban setting and portray not only what might go on behind closed ...
5692,Canadian,There Has to Be a Knife,Adnan Khan,"For readers of Brother by David Chariandy and Scarborough by Catherine Hernandez, Adnan Khan's blistering debut novel investigates themes of race, class, ..."
5693,Canadian,The Rehearsal,Eleanor Catton,"The sensational first novel from the Man Booker Prize-winning author of The Luminaries. Set in the aftermath of a sex scandal at an all-girls' high school, ..."
5694,Canadian,The Reinvention Of Love,Helen Humphreys,"When Charles Sainte-Beuve, an ambitious French journalist, meets Victor Hugo, a young writer on the verge of fame, he finds himself in a world of great ..."
